iter	Passed	Remaining
174	6139	28944
175	6174	28909
176	6213	28891
177	6252	28874
178	6289	28846
179	6325	28817
180	6362	28789
181	6398	28756
182	6436	28733
183	6471	28698
184	6505	28659
185	6541	28628
186	6576	28590
187	6610	28552
188	6644	28509
189	6677	28466
190	6710	28424
191	6745	28386
192	6781	28355
193	6816	28318
194	6849	28277
195	6902	28313
196	6931	28255
197	6966	28219
198	7002	28184
199	7036	28147
200	7072	28113
201	7106	28072
202	7139	28029
203	7173	27989
204	7207	27952
205	7242	27915
206	7278	27882
207	7313	27846
208	7348	27810
209	7383	27777
210	7419	27743
211	7453	27705
212	7488	27668
213	7525	27640
214	7559	27600
215	7593	27563
216	7627	27523
217	7662	27486
218	7697	27451
219	7734	27421
220	7768	27383
221	7804	27349
222	7840	27317
223	7874	27278
224	7907	27237
225	7940	27195
226	7975	27160
227	8011	27125
228	8046	27090
229	8079	27049
230	8115	27015
231	8150	26979
232	8184	26942
233	8219	26906
234	8256	26876
235	8292	26844
236	8327	26810
237	8364	26779
238	8398	26741
239	8433	26704
240	8469	26674
241	8505	26639
242	8538	26600
243	8573	26562
244	8607	26524
245	8641	26486
246	8674	26444
247	8708	26407
248	8744	26373
249	8780	26340
250	8815	26305
251	8847	26260
252	8883	26227
253	8916	26188
254	8951	26151
255	8985	26115
256	9020	26078
257	9054	26040
258	9090	26006
259	9125	25971
260	9160	25937
261	9195	25901
262	9230	25865
263	9264	25829
264	9300	25795
265	9335	25761
266	9371	25726
267	9407	25693
268	9442	25659
269	9478	25627
270	9514	25594
271	9549	25559
272	9582	25517
273	9616	25481
274	9650	25442
275	9685	25408
276	9720	25372
277	9755	25336
278	9791	25303
279	9826	25267
280	9862	25234
281	9896	25197
282	9930	25159
283	9964	25122
284	9999	25085
285	10033	25048
286	10069	25015
287	10105	24981
288	10141	24950
289	10176	24915
290	10211	24879
291	10245	24842
292	10282	24811
293	10317	24775
294	10352	24741
295	10390	24713
296	10425	24678
297	10460	24642
298	10496	24609
299	10532	24575
300	10566	24538
301	10600	24500
302	10634	24462
303	10667	24423
304	10703	24389
305	10738	24355
306	10774	24321
307	10810	24288
308	10845	24253
309	10881	24219
310	10916	24183
311	10947	24141
312	10982	24105
313	11019	24073
314	11055	24040
315	11089	24004
316	11125	23970
317	11161	23937
318	11195	23900
319	11231	23866
320	11267	23833
321	11303	23799
322	11339	23767
323	11378	23739
324	11415	23709
325	11452	23678
326	11493	23655
327	11533	23630
328	11572	23601
329	11610	23572
330	11650	23547
331	11691	23523
332	11730	23497
333	11770	23469
334	11810	23444
335	11848	23413
336	11884	23380
337	11922	23350
338	11959	23318
339	11994	23282
340	12031	23251
341	12068	23219
342	12106	23189
343	12143	23157
344	12180	23125
345	12217	23092
346	12253	23059
347	12291	23028
348	12334	23008
349	12382	22996
350	12424	22972
351	12464	22945
352	12557	23015
353	12618	23026
354	12664	23009
355	12703	22981
356	12740	22947
357	12776	22912
358	12812	22877
359	12848	22842
360	12884	22805
361	12919	22769
362	12955	22735
363	12991	22698
364	13027	22664
365	13066	22634
366	13107	22608
367	13149	22583
368	13189	22553
369	13225	22518
370	13260	22482
371	13297	22447
372	13333	22413
373	13369	22378
374	13405	22342
375	13440	22305
376	13477	22271
377	13513	22236
378	13547	22197
379	13581	22159
380	13640	22161
381	13670	22115
382	13705	22079
383	13750	22058
384	13800	22044
385	13840	22015
386	13880	21986
387	13923	21961
388	13960	21927
389	13997	21893
390	14033	21857
391	14068	21820
392	14104	21784
393	14139	21746
394	14174	21709
395	14209	21673
396	14244	21635
397	14280	21599
398	14316	21565
399	14353	21530
400	14390	21496
401	14426	21460
402	14461	21423
403	14496	21386
404	14531	21349
405	14567	21313
406	14603	21276
407	14638	21240
408	14673	21202
409	14708	21165
410	14742	21127
411	14777	21090
412	14812	21053
413	14847	21015
414	14882	20978
415	14918	20942
416	14953	20905
417	14987	20868
418	15022	20831
419	15057	20794
420	15093	20758
421	15130	20724
422	15165	20687
423	15201	20650
424	15235	20613
425	15270	20576
426	15306	20540
427	15346	20509
428	15383	20476
429	15419	20439
430	15455	20404
431	15492	20370
432	15529	20335
433	15565	20299
434	15599	20261
435	15635	20225
436	15669	20187
437	15706	20152
438	15741	20116
439	15778	20081
440	15812	20043
441	15846	20005
442	15883	19970
443	15918	19934
444	15954	19898
445	15991	19863
446	16026	19827
447	16062	19791
448	16098	19756
449	16134	19719
450	16169	19682
451	16205	19647
452	16241	19612
453	16279	19577
454	16327	19557
455	16357	19514
456	16394	19479
457	16429	19442
458	16464	19405
459	16500	19369
460	16536	19334
461	16572	19298
462	16607	19261
463	16643	19225
464	16678	19189
465	16714	19153
466	16749	19116
467	16784	19080
468	16818	19042
469	16855	19006
470	16891	18971
471	16927	18936
472	16964	18901
473	17000	18865
474	17036	18829
475	17071	18793
476	17107	18757
477	17144	18722
478	17180	18687
479	17215	18649
480	17252	18615
481	17288	18579
482	17324	18543
483	17362	18510
484	17397	18473
485	17433	18437
486	17469	18401
487	17505	18366
488	17543	18332
489	17579	18296
490	17614	18260
491	17679	18254
492	17709	18212
493	17742	18173
494	17780	18139
495	17816	18104
496	17852	18068
497	17887	18030
498	17923	17994
499	17966	17966
500	18006	17934
501	18043	17899
502	18079	17863
503	18116	17828
504	18153	17793
505	18191	17760
506	18230	17726
507	18270	17695
508	18311	17664
509	18362	17642
510	18405	17613
511	18457	17592
512	18507	17569
513	18547	17536
514	18588	17505
515	18630	17475
516	18672	17444
517	18717	17416
518	18754	17381
519	18791	17346
520	18830	17312
521	18869	17279
522	18908	17245
523	18945	17210
524	18980	17173
525	19018	17138
526	19056	17104
527	19093	17068
528	19131	17034
529	19168	16998
530	19202	16960
531	19238	16924
532	19274	16888
533	19310	16851
534	19346	16815
535	19381	16778
536	19417	16742
537	19455	16707
538	19491	16670
539	19526	16633
540	19562	16597
541	19598	16561
542	19634	16524
543	19669	16488
544	19705	16451
545	19741	16415
546	19778	16379
547	19814	16343
548	19849	16306
549	19886	16270
550	19922	16234
551	19957	16197
552	19994	16162
553	20031	16126
554	20071	16093
555	20110	16059
556	20148	16025
557	20186	15989
558	20223	15954
559	20259	15918
560	20295	15881
561	20332	15846
562	20368	15810
563	20405	15774
564	20442	15738
565	20477	15702
566	20514	15666
567	20550	15630
568	20586	15593
569	20622	15557
570	20658	15520
571	20693	15483
572	20728	15447
573	20764	15410
574	20801	15374
575	20837	15338
576	20872	15302
577	20908	15265
578	20946	15230
579	20982	15194
580	21019	15158
581	21057	15123
582	21094	15087
583	21131	15052
584	21169	15017
585	21205	14981
586	21240	14944
587	21277	14908
588	21315	14873
589	21351	14837
590	21389	14802
591	21425	14766
592	21461	14730
593	21497	14693
594	21533	14657
595	21568	14620
596	21604	14584
597	21640	14547
598	21677	14512
599	21710	14473
600	21745	14437
601	21782	14401
602	21817	14364
603	21853	14327
604	21889	14291
605	21926	14255
606	21962	14219
607	22000	14184
608	22038	14149
609	22075	14113
610	22111	14077
611	22147	14041
612	22184	14005
613	22222	13970
614	22260	13935
615	22296	13899
616	22334	13864
617	22369	13827
618	22405	13790
619	22442	13755
620	22478	13719
621	22515	13683
622	22552	13647
623	22588	13611
624	22625	13575
625	22660	13538
626	22697	13502
627	22734	13467
628	22771	13430
629	22807	13394
630	22844	13359
631	22880	13323
632	22916	13286
633	22955	13252
634	22991	13215
635	23028	13179
636	23063	13142
637	23099	13106
638	23135	13070
639	23172	13034
640	23208	12998
641	23244	12961
642	23280	12925
643	23316	12889
644	23354	12853
645	23390	12817
646	23426	12781
647	23462	12745
648	23497	12708
649	23534	12672
650	23569	12635
651	23605	12599
652	23640	12562
653	23677	12526
654	23713	12490
655	23748	12453
656	23785	12417
657	23821	12381
658	23857	12344
659	23894	12309
660	23932	12274
661	23971	12239
662	24008	12203
663	24044	12167
664	24081	12131
665	24118	12095
666	24154	12059
667	24193	12024
668	24230	11988
669	24267	11952
670	24304	11916
671	24341	11881
672	24378	11845
673	24439	11821
674	24469	11781
675	24500	11743
676	24536	11706
677	24572	11670
678	24609	11634
679	24645	11598
680	24682	11562
681	24719	11525
682	24755	11489
683	24791	11453
684	24829	11418
685	24866	11382
686	24901	11345
687	24937	11309
688	24974	11272
689	25010	11236
690	25049	11201
691	25084	11164
692	25120	11128
693	25156	11091
694	25192	11055
695	25229	11019
696	25267	10984
697	25304	10948
698	25340	10911
699	25376	10875
700	25411	10839
701	25447	10802
702	25485	10766
703	25519	10729
704	25555	10693
705	25592	10657
706	25628	10621
707	25663	10584
708	25701	10548
709	25766	10524
710	25794	10484
711	25826	10446
712	25863	10410
713	25901	10374
714	25937	10338
715	25974	10302
716	26011	10266
717	26047	10230
718	26086	10195
719	26122	10158
720	26159	10122
721	26194	10086
722	26231	10050
723	26267	10013
724	26303	9977
725	26341	9941
726	26378	9905
727	26413	9868
728	26449	9832
729	26485	9796
730	26522	9760
731	26557	9723
732	26593	9686
733	26628	9650
734	26663	9613
735	26698	9576
736	26735	9540
737	26772	9504
738	26808	9468
739	26846	9432
740	26882	9396
741	26918	9359
742	26956	9324
743	26992	9287
744	27028	9251
745	27065	9215
746	27101	9179
747	27138	9143
748	27174	9106
749	27209	9069
750	27247	9034
751	27283	8997
752	27320	8961
753	27356	8925
754	27393	8889
755	27429	8852
756	27465	8816
757	27500	8779
758	27535	8743
759	27570	8706
760	27606	8670
761	27642	8633
762	27680	8597
763	27715	8561
764	27751	8525
765	27788	8488
766	27824	8452
767	27861	8416
768	27899	8380
769	27936	8344
770	27973	8308
771	28010	8272
772	28045	8236
773	28081	8199
774	28117	8163
775	28152	8126
776	28188	8090
777	28226	8054
778	28262	8017
779	28299	7981
780	28337	7946
781	28373	7909
782	28410	7873
783	28450	7838
784	28482	7801
785	28519	7764
786	28555	7728
787	28591	7692
788	28628	7656
789	28663	7619
790	28699	7583
791	28735	7546
792	28771	7510
793	28807	7474
794	28844	7437
795	28881	7401
796	28919	7365
797	28955	7329
798	28992	7293
799	29027	7256
800	29063	7220
801	29101	7184
802	29137	7148
803	29174	7112
804	29210	7075
805	29246	7039
806	29284	7003
807	29319	6967
808	29354	6930
809	29391	6894
810	29428	6858
811	29464	6821
812	29500	6785
813	29535	6749
814	29573	6712
815	29609	6676
816	29645	6640
817	29682	6604
818	29717	6567
819	29752	6531
820	29788	6494
821	29823	6458
822	29859	6421
823	29896	6385
824	29932	6349
825	29970	6313
826	30008	6277
827	30045	6241
828	30082	6205
829	30118	6168
830	30155	6132
831	30192	6096
832	30229	6060
833	30266	6024
834	30302	5987
835	30337	5951
836	30372	5914
837	30409	5878
838	30446	5842
839	30482	5806
840	30518	5769
841	30554	5733
842	30591	5697
843	30627	5660
844	30663	5624
845	30699	5588
846	30735	5552
847	30773	5515
848	30809	5479
849	30845	5443
850	30882	5407
851	30918	5370
852	30956	5334
853	30992	5298
854	31030	5262
855	31064	5225
856	31101	5189
857	31138	5153
858	31175	5117
859	31212	5081
860	31249	5044
861	31285	5008
862	31321	4972
863	31357	4935
864	31393	4899
865	31429	4863
866	31466	4827
867	31504	4791
868	31539	4754
869	31575	4718
870	31612	4681
871	31649	4645
872	31686	4609
873	31721	4573
874	31758	4536
875	31795	4500
876	31831	4464
877	31867	4428
878	31905	4391
879	31945	4356
880	31981	4319
881	32019	4283
882	32057	4247
883	32093	4211
884	32130	4175
885	32168	4139
886	32206	4102
887	32243	4066
888	32279	4030
889	32315	3994
890	32352	3957
891	32389	3921
892	32424	3885
893	32459	3848
894	32497	3812
895	32533	3776
896	32571	3740
897	32607	3703
898	32645	3667
899	32683	3631
900	32719	3595
901	32755	3558
902	32792	3522
903	32828	3486
904	32868	3450
905	32905	3414
906	32941	3377
907	32979	3341
908	33017	3305
909	33054	3269
910	33092	3232
911	33130	3196
912	33166	3160
913	33204	3124
914	33242	3088
915	33279	3051
916	33316	3015
917	33350	2979
918	33388	2942
919	33426	2906
920	33463	2870
921	33500	2834
922	33536	2797
923	33573	2761
924	33611	2725
925	33648	2688
926	33685	2652
927	33723	2616
928	33760	2580
929	33798	2543
930	33837	2507
931	33878	2471
932	33912	2435
933	33950	2399
934	33988	2362
935	34025	2326
936	34061	2290
937	34097	2253
938	34135	2217
939	34172	2181
940	34210	2144
941	34248	2108
942	34286	2072
943	34323	2036
944	34361	1999
945	34397	1963
946	34435	1927
947	34471	1890
948	34507	1854
949	34544	1818
950	34582	1781
951	34618	1745
952	34653	1709
953	34688	1672
954	34724	1636
955	34759	1599
956	34796	1563
957	34835	1527
958	34873	1490
959	34909	1454
960	34945	1418
961	34983	1381
962	35020	1345
963	35057	1309
964	35094	1272
965	35132	1236
966	35169	1200
967	35206	1163
968	35244	1127
969	35281	1091
970	35318	1054
971	35355	1018
972	35391	982
973	35429	945
974	35465	909
975	35499	872
976	35535	836
977	35573	800
978	35611	763
979	35649	727
980	35685	691
981	35722	654
982	35761	618
983	35796	582
984	35834	545
985	35871	509
986	35907	472
987	35946	436
988	35981	400
989	36019	363
990	36056	327
991	36092	291
992	36130	254
993	36167	218
994	36204	181
995	36242	145
996	36280	109
997	36318	72
998	36354	36
999	36390	0
